transaction_id,amount,hour_of_day,day_of_week,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_amount,is_foreign,is_weekend,velocity_last_hour,is_fraud
300420,10.84,22,2,10,5.1,4.6,0.39,0,0,2,0
300421,227.15,17,2,7,3.9,0.9,0.58,0,0,1,0
300422,22.68,14,5,10,4.7,2.4,1.21,0,1,1,0
300423,10.21,16,0,7,1.3,5.6,2.18,0,0,5,0
300424,27.2,14,5,4,15.9,1.2,0.72,0,1,1,0
300425,36.56,11,2,2,3.1,13.7,0.67,0,0,2,0
300426,11.11,18,4,4,1.2,2.9,1.82,0,0,2,0
300427,54.32,16,0,2,2.5,0.0,0.77,0,0,5,0
300428,10.0,18,3,7,5.9,0.9,0.72,0,0,0,0
300429,42.2,18,2,2,9.6,2.4,2.78,0,0,2,0
300430,651.36,15,5,7,1.5,5.0,0.95,0,1,1,0
300431,42.59,9,6,5,3.7,11.0,0.58,0,1,1,0
300432,215.82,18,0,7,9.0,5.6,1.0,0,0,4,0
300433,10.04,17,5,6,1.2,2.5,0.82,1,1,4,0
300434,48.0,9,6,10,1.4,2.6,0.85,1,1,2,0
300435,27.29,6,5,5,5.0,3.2,0.82,0,1,1,0
300436,8.41,8,2,6,0.4,1.8,0.4,0,0,0,0
300437,76.16,9,4,3,1.6,12.1,1.53,0,0,1,0
300438,11.1,16,1,2,3.0,2.1,0.76,1,0,0,0
300439,44.09,14,4,3,6.3,2.5,0.6,1,0,2,0
300440,33.24,2,5,1,2.1,0.8,1.13,0,1,0,0
300441,12.49,12,2,3,1.9,1.3,1.46,0,0,3,0
300442,17.68,6,4,9,1.5,0.6,1.04,0,0,0,0
300443,33.52,15,2,6,5.3,9.5,1.39,0,0,4,0
300444,7.91,10,5,4,12.5,0.1,0.76,0,1,1,0
300445,46.94,19,1,10,0.5,2.9,2.53,0,0,1,0
300446,37.91,16,5,1,4.1,1.2,0.87,0,1,3,0
300447,9.63,17,4,5,27.0,1.8,0.76,0,0,2,0
300448,63.25,15,1,3,5.2,1.8,1.07,0,0,4,0
300449,133.45,16,0,6,0.0,1.1,0.44,0,0,1,0
300450,40.8,8,2,3,9.3,6.8,1.62,0,0,1,0
300451,19.65,16,6,7,1.3,0.2,0.56,0,1,5,0
300452,46.52,12,3,1,1.3,0.7,1.1,0,0,1,0
300453,70.04,11,5,7,1.2,10.1,2.17,0,1,1,0
300454,20.87,14,6,7,5.1,2.2,1.78,0,1,2,0
300455,93.69,14,5,3,12.7,8.2,0.7,0,1,0,0
300456,24.36,15,4,10,6.5,1.5,0.69,0,0,5,0
300457,49.28,19,2,4,1.5,4.3,0.45,0,0,2,0
300458,12.18,8,5,4,2.2,1.6,1.83,0,1,2,0
300459,31.22,21,1,8,3.6,2.5,0.87,1,0,1,0
300460,51.75,18,5,3,15.1,3.1,0.95,0,1,2,0
300461,39.41,18,3,10,1.1,2.0,0.59,0,0,3,0
300462,25.44,18,0,4,0.3,3.2,1.05,0,0,4,0
300463,9.49,12,4,8,2.5,0.3,1.01,0,0,3,0
300464,107.32,8,6,4,0.1,8.4,0.78,0,1,2,0
300465,10.16,3,5,4,3.4,4.8,1.25,0,1,1,0
300466,135.44,19,5,6,1.7,1.6,2.12,0,1,1,0
300467,128.16,17,4,1,5.1,6.2,7.57,0,0,3,1
300468,20.81,23,5,5,9.5,0.1,1.15,0,1,4,0
300469,34.31,16,6,6,0.1,2.2,0.55,0,1,2,0
300470,556.15,22,3,3,31.9,14.1,7.26,0,0,5,1
300471,31.63,8,2,2,10.6,16.3,1.37,0,0,2,0
300472,33.13,13,1,3,3.4,1.2,0.8,0,0,2,0
300473,81.3,21,2,9,7.6,4.2,1.45,0,0,2,0
300474,175.4,19,5,8,13.2,4.0,1.06,0,1,2,0
300475,15.41,11,1,1,0.4,5.1,1.81,0,0,4,0
300476,270.44,14,4,7,6.4,0.7,0.91,0,0,1,0
300477,32.54,18,2,3,5.2,2.9,0.7,0,0,1,0
300478,28.22,15,2,2,2.1,0.2,1.62,0,0,1,0
300479,26.25,15,3,5,9.1,1.0,0.64,0,0,2,0
300480,10.43,14,2,10,4.6,3.5,0.28,0,0,0,0
300481,844.46,2,4,8,28.6,42.2,7.21,0,0,5,1
300482,15.09,12,5,7,5.9,0.1,0.53,0,1,1,0
300483,12.61,9,2,9,4.7,0.7,0.91,0,0,2,0
300484,127.84,19,4,5,1.3,5.5,1.61,0,0,3,0
300485,128.55,0,3,7,2.1,5.8,0.64,0,0,4,0
300486,37.17,9,5,9,1.7,1.6,0.57,0,1,3,0
300487,301.37,21,6,10,19.6,2.3,0.38,0,1,1,0
300488,119.81,19,5,8,14.7,3.4,0.61,0,1,1,0
300489,101.59,23,5,4,0.9,5.8,1.38,0,1,2,0
300490,78.57,18,5,4,7.4,2.2,0.95,0,1,0,0
300491,137.66,18,3,7,12.6,1.4,0.3,0,0,2,0
300492,8.97,16,6,5,18.1,8.2,1.13,1,1,0,0
300493,22.98,16,6,9,0.4,3.7,0.45,0,1,3,0
300494,52.75,21,3,10,0.7,0.0,0.63,1,0,2,0
300495,10.42,12,4,4,4.7,4.3,0.46,0,0,2,0
300496,18.75,10,3,3,0.2,0.7,0.49,0,0,1,0
300497,17.08,9,1,10,4.1,1.6,0.49,0,0,1,0
300498,12.15,11,0,2,18.0,5.1,0.68,0,0,2,0
300499,16.57,17,1,3,7.3,0.2,1.91,0,0,0,0
300500,8.18,9,6,2,11.1,8.5,0.32,0,1,2,0
300501,77.01,13,0,8,2.0,1.0,0.87,0,0,0,0
300502,12.77,14,3,5,4.3,1.6,1.59,0,0,3,0
300503,56.28,13,6,9,0.1,1.1,0.82,0,1,1,0
300504,69.27,12,5,2,0.3,0.5,1.26,0,1,3,0
300505,64.18,20,3,2,2.7,1.0,0.43,1,0,3,0
300506,18.35,13,1,8,0.1,1.1,0.82,0,0,1,0
300507,9.72,16,2,7,2.9,2.8,1.71,0,0,0,0
300508,11.63,20,3,9,0.4,3.1,1.27,0,0,2,0
300509,32.04,16,6,8,0.4,0.0,1.02,0,1,1,0
300510,122.46,21,5,3,0.3,5.5,0.49,0,1,3,0
300511,49.78,8,5,4,0.1,5.2,1.03,0,1,2,0
300512,9.86,16,5,2,0.6,7.3,1.18,0,1,2,0
300513,19.42,11,0,4,0.7,0.6,0.25,0,0,1,0
300514,4.55,12,1,1,3.1,3.8,2.15,0,0,1,0
300515,223.07,22,4,1,1.0,2.5,0.61,0,0,4,0
300516,12.93,21,5,2,3.0,0.2,0.82,0,1,2,0
300517,75.55,19,6,5,3.5,0.3,1.45,0,1,2,0
300518,63.73,9,3,5,4.9,3.8,0.82,0,0,0,0
300519,51.85,8,3,3,2.3,1.6,1.92,0,0,3,0
300520,36.39,18,3,4,10.8,4.2,1.24,0,0,1,0
300521,12.22,14,5,9,0.7,0.0,1.2,0,1,1,0
300522,43.81,21,4,7,5.6,0.0,1.24,0,0,1,0
300523,5.4,9,1,5,1.6,0.0,2.83,0,0,5,0
300524,19.41,19,1,6,3.7,2.5,1.08,0,0,1,0
300525,41.88,9,3,10,1.9,3.5,1.17,0,0,4,0
300526,14.14,12,5,7,0.5,0.1,0.59,0,1,3,0
300527,25.05,8,6,7,2.9,4.8,1.21,0,1,2,0
300528,11.46,11,0,1,0.9,10.1,0.98,0,0,4,0
300529,17.35,8,0,4,3.2,1.3,0.58,0,0,3,0
300530,115.65,18,4,3,1.4,1.7,1.16,1,0,2,0
300531,9.64,10,3,4,6.5,2.3,3.53,0,0,2,0
300532,43.82,14,0,1,8.5,3.5,1.71,0,0,3,0
300533,58.87,9,3,10,5.1,2.1,1.47,0,0,0,0
300534,23.65,22,1,8,2.8,1.3,1.19,0,0,1,0
300535,71.03,20,5,10,4.2,0.4,0.93,0,1,1,0
300536,65.12,8,1,6,1.0,11.7,0.69,0,0,3,0
300537,10.64,10,2,8,1.4,0.8,0.77,0,0,0,0
300538,20.9,18,6,2,1.1,0.1,0.95,0,1,3,0
300539,60.08,17,2,8,0.3,2.8,0.74,0,0,2,0
300540,21.55,11,3,7,1.5,1.0,0.6,0,0,2,0
300541,19.75,12,2,4,2.1,1.6,1.35,0,0,1,0
300542,6.45,11,6,5,5.1,2.6,1.31,0,1,3,0
300543,122.9,1,3,6,2.7,0.8,0.9,0,0,1,0
300544,17.55,17,0,7,1.0,3.5,0.45,0,0,2,0
300545,25.22,15,1,6,2.1,0.3,1.85,0,0,2,0
300546,64.59,17,3,8,8.8,4.2,0.91,0,0,2,0
300547,125.19,13,5,7,2.5,0.1,1.45,0,1,4,0
300548,71.41,15,4,6,1.9,0.2,0.86,0,0,2,0
300549,26.78,15,6,9,3.9,3.0,0.63,0,1,2,0
300550,26.76,15,3,4,8.8,0.7,1.0,0,0,2,0
300551,5.78,17,4,5,5.9,6.5,0.91,0,0,5,0
300552,329.03,22,3,5,3.6,14.5,0.35,1,0,1,0
300553,1.92,14,3,5,7.6,0.4,0.84,0,0,0,0
300554,22.4,21,4,2,0.4,2.6,0.9,0,0,2,0
300555,10.21,18,0,8,2.2,1.2,0.72,1,0,0,0
300556,28.89,11,4,4,5.5,0.2,1.9,0,0,0,0
300557,13.08,9,5,7,3.8,0.3,1.54,0,1,0,0
300558,55.88,21,0,3,1.9,6.7,1.19,0,0,2,0
300559,82.2,11,3,8,1.4,2.7,2.05,0,0,0,0
300560,25.46,16,0,1,9.2,1.2,2.35,0,0,1,0
300561,76.99,7,6,9,3.0,7.9,1.11,0,1,3,0
300562,63.76,12,4,6,1.6,6.5,1.19,0,0,3,0
300563,67.66,15,1,1,1.1,0.5,1.49,0,0,1,0
300564,26.15,14,4,7,15.8,9.2,0.78,0,0,2,0
300565,44.09,19,6,3,1.9,0.0,0.72,0,1,2,0
300566,318.16,19,5,9,8.5,0.8,0.78,0,1,1,0
300567,50.36,19,1,6,14.4,10.7,0.56,0,0,1,0
300568,10.49,0,5,5,0.6,3.2,1.67,0,1,3,0
300569,79.57,22,1,10,10.7,6.8,0.83,0,0,1,0
300570,80.08,19,0,6,1.5,2.2,1.32,0,0,4,0
300571,59.92,22,3,4,16.2,1.0,1.42,0,0,2,0
300572,10.54,13,3,5,0.1,0.1,0.8,0,0,2,0
300573,64.81,15,3,8,1.6,1.7,1.39,0,0,0,0
300574,22.64,17,5,2,0.8,0.4,1.72,0,1,1,0
300575,33.46,7,6,6,12.9,0.3,0.83,0,1,2,0
300576,41.7,14,1,8,8.8,7.1,0.71,0,0,3,0
300577,11.77,9,4,7,10.7,3.7,1.31,0,0,4,0
300578,13.93,19,3,3,1.1,1.0,0.99,0,0,0,0
300579,18.26,15,0,2,5.3,6.8,1.07,0,0,6,0
300580,2.66,19,5,9,0.7,1.3,1.01,0,1,2,0
300581,51.26,12,5,5,4.0,4.8,1.11,1,1,2,0
300582,30.44,11,4,10,2.2,0.6,0.77,0,0,3,0
300583,37.76,14,1,1,2.1,4.3,1.98,0,0,3,0
300584,28.88,12,0,5,1.8,3.5,0.65,0,0,1,0
300585,82.95,12,0,6,11.7,4.9,0.94,0,0,1,0
300586,47.03,20,6,10,7.7,3.5,1.6,0,1,2,0
300587,8.62,11,1,1,2.7,2.9,1.39,0,0,2,0
300588,103.84,7,4,8,1.7,0.6,1.06,0,0,4,0
300589,94.25,2,4,8,1.6,0.4,1.1,0,0,2,0
300590,5.2,13,3,10,1.8,0.9,0.49,0,0,4,0
300591,17.14,9,5,3,7.6,5.6,0.37,0,1,0,0
300592,79.92,18,5,9,2.8,1.8,0.87,0,1,1,0
300593,33.0,16,6,7,3.9,1.6,0.81,0,1,4,0
300594,12.2,13,1,5,4.2,1.6,0.79,0,0,3,0
300595,6.76,13,5,10,5.2,2.1,0.39,0,1,1,0
300596,65.64,18,2,6,3.6,0.9,1.2,0,0,3,0
300597,101.28,8,2,5,0.3,0.4,0.72,0,0,1,0
300598,9.54,19,5,2,20.4,1.9,0.46,0,1,2,0
300599,36.43,21,0,4,4.5,4.2,0.95,0,0,2,0
300600,31.45,19,2,4,0.2,11.0,0.65,0,0,0,0
300601,21.72,17,6,9,4.1,4.7,0.64,1,1,1,0
300602,10.13,12,3,9,9.3,0.2,1.27,0,0,4,0
300603,38.56,16,0,5,3.1,1.3,0.36,0,0,3,0
300604,42.35,8,1,3,4.3,6.0,0.23,0,0,2,0
300605,8.96,15,4,6,0.1,2.2,2.03,0,0,1,0
300606,70.66,17,5,6,0.5,0.0,2.07,0,1,0,0
300607,13.92,11,1,9,7.6,1.2,0.49,0,0,1,0
300608,114.47,0,4,2,8.5,3.2,1.91,0,0,3,0
300609,10.58,6,3,8,1.3,6.8,0.9,0,0,2,0
300610,81.0,0,6,7,16.5,0.3,1.26,0,1,2,0
300611,40.37,10,2,9,10.8,1.1,1.62,0,0,6,0
300612,86.25,8,6,8,4.0,6.9,2.02,0,1,1,0
300613,44.6,0,4,6,2.6,6.7,1.26,0,0,1,0
300614,336.55,12,1,7,5.0,2.2,0.85,0,0,3,0
300615,27.01,22,0,6,5.0,2.6,1.32,0,0,0,0
300616,23.29,23,6,3,9.9,1.2,1.37,0,1,1,0
300617,21.09,9,5,5,3.9,2.2,1.73,0,1,1,0
300618,30.0,15,4,10,0.2,3.6,0.71,0,0,2,0
300619,46.07,11,1,6,9.3,1.9,1.0,0,0,0,0
300620,46.44,10,4,10,1.2,0.1,1.38,0,0,1,0
300621,6.03,12,1,3,1.0,0.3,1.31,0,0,2,0
300622,58.93,23,0,1,4.2,2.0,1.18,0,0,3,0
300623,83.77,11,5,7,1.3,0.6,0.41,0,1,2,0
300624,96.35,13,1,4,6.7,0.4,1.91,0,0,2,0
300625,6.71,14,5,1,15.6,4.3,1.97,0,1,4,0
300626,44.35,8,1,10,2.0,5.1,1.24,0,0,3,0
300627,78.8,22,4,9,1.9,3.6,0.3,0,0,1,0
300628,11.92,13,4,6,0.8,1.7,0.66,0,0,2,0
300629,12.91,18,6,1,1.0,1.5,2.55,0,1,2,0
300630,26.26,19,6,2,5.9,3.4,0.91,0,1,0,0
300631,25.18,17,3,8,10.5,3.4,0.99,0,0,4,0
300632,12.89,21,0,10,0.8,0.2,0.78,0,0,1,0
300633,14.87,0,6,10,1.1,0.6,1.31,1,1,1,0
300634,22.46,16,1,4,1.4,11.6,0.85,0,0,2,0
300635,6.14,13,4,8,4.0,0.5,1.93,0,0,1,0
300636,34.07,13,4,8,0.7,0.6,1.76,0,0,2,0
300637,16.01,17,2,2,1.1,0.2,1.45,0,0,0,0
300638,8.84,1,2,2,1.3,1.6,0.82,0,0,2,0
300639,20.75,16,1,10,1.5,2.2,0.93,0,0,3,0
300640,13.6,23,6,2,8.5,0.5,0.94,0,1,4,0
300641,38.68,9,1,10,6.1,4.4,0.87,0,0,3,0
300642,31.13,12,4,3,4.9,5.1,0.41,0,0,0,0
300643,16.23,9,5,9,0.3,6.2,0.55,0,1,1,0
300644,14.95,12,5,7,4.2,0.2,1.24,0,1,2,0
300645,16.12,17,2,8,6.7,4.2,1.04,0,0,1,0
300646,15.75,14,2,7,3.8,13.2,1.64,0,0,1,0
300647,11.52,10,4,7,12.8,3.0,2.14,0,0,5,0
300648,157.79,8,2,8,1.9,1.6,0.87,0,0,0,0
300649,41.42,18,0,3,3.5,4.5,0.49,0,0,2,0
300650,62.28,16,1,6,9.0,0.0,0.86,0,0,3,0
300651,91.06,10,2,3,3.5,4.5,1.13,0,0,0,0
300652,11.0,5,6,7,0.1,1.9,0.65,0,1,2,0
300653,9.02,19,3,4,6.6,3.4,1.28,0,0,4,0
300654,605.69,8,1,4,6.3,4.8,0.63,0,0,4,0
300655,22.62,16,0,7,0.5,1.2,0.9,0,0,2,0
300656,16.82,9,0,8,6.9,0.5,1.11,0,0,0,0
300657,8.25,10,5,1,12.1,1.6,0.94,0,1,6,0
300658,40.05,12,2,1,5.7,1.5,1.04,0,0,1,0
300659,33.67,12,2,10,0.7,1.6,1.56,0,0,2,0
300660,16.45,22,2,4,1.3,0.7,0.78,0,0,2,0
300661,37.56,12,3,2,5.9,0.1,1.48,0,0,2,0
300662,6.62,10,4,9,5.1,3.8,1.97,0,0,1,0
300663,9.12,10,3,7,0.3,1.1,1.75,0,0,1,0
300664,17.07,11,2,4,3.5,0.8,1.33,0,0,2,0
300665,544.51,15,6,1,6.7,3.8,0.59,0,1,0,0
300666,19.74,9,2,8,2.2,0.2,0.74,0,0,4,0
300667,14.58,15,0,2,13.8,1.0,1.13,0,0,1,0
300668,14.72,14,3,9,2.4,4.7,1.04,0,0,4,0
300669,122.77,9,1,10,0.1,2.3,1.39,0,0,2,0
300670,23.41,14,4,7,1.5,1.8,0.88,0,0,2,0
300671,8.96,9,2,5,0.9,4.1,2.41,0,0,1,0
300672,31.02,19,2,8,1.7,4.8,1.79,0,0,1,0
300673,18.14,14,4,3,1.5,6.6,0.6,0,0,2,0
300674,101.38,8,1,7,0.3,1.5,2.5,0,0,2,0
300675,21.46,9,2,4,10.4,0.2,1.58,0,0,2,0
300676,179.32,22,0,8,0.3,3.2,0.94,0,0,1,0
300677,31.86,7,1,7,9.2,0.4,1.23,0,0,6,0
300678,17.88,7,0,10,4.2,1.4,0.86,0,0,1,0
300679,22.94,9,0,6,0.3,17.9,0.83,0,0,2,0
300680,43.64,8,1,4,2.0,0.1,1.27,0,0,3,0
300681,27.97,13,3,7,4.9,1.2,0.33,0,0,0,0
300682,106.04,11,2,1,2.8,0.7,0.86,0,0,3,0
300683,22.83,16,1,2,3.5,0.7,0.79,0,0,1,0
300684,83.73,17,4,9,1.4,7.0,0.73,0,0,5,0
300685,140.23,10,0,5,4.7,0.5,1.11,0,0,1,0
300686,14.41,18,4,8,3.4,1.5,0.71,0,0,2,0
300687,38.98,20,2,10,2.6,3.6,1.27,0,0,2,0
300688,565.89,17,0,9,11.3,3.6,0.41,0,0,1,0
300689,21.81,15,6,8,4.4,0.4,0.65,0,1,5,0
300690,50.87,12,0,9,2.6,3.4,1.21,0,0,3,0
300691,43.62,20,0,5,16.4,0.8,0.55,0,0,1,0
300692,52.25,10,4,9,4.8,4.1,1.21,0,0,3,0
300693,55.2,19,1,3,2.0,3.0,1.12,0,0,0,0
300694,30.77,22,2,5,13.1,0.6,1.13,0,0,0,0
300695,69.55,19,1,8,6.6,3.3,0.77,0,0,2,0
300696,9.13,10,6,9,19.2,9.7,0.76,0,1,2,0
300697,32.85,13,0,7,0.9,0.1,0.77,0,0,1,0
300698,231.44,13,5,7,1.7,4.5,0.8,0,1,2,0
300699,8.84,9,0,2,3.1,1.1,0.99,0,0,2,0
300700,9.67,11,5,4,4.5,3.1,2.16,0,1,3,0
300701,20.11,8,6,2,23.2,6.3,0.76,1,1,2,0
300702,947.67,13,3,8,0.5,10.0,4.08,1,0,4,1
300703,54.85,11,5,2,13.5,21.2,12.38,0,1,6,1
300704,29.68,20,4,8,2.4,1.3,1.1,0,0,4,0
300705,12.12,9,3,6,1.8,4.9,0.36,0,0,1,0
300706,44.01,8,4,2,2.3,4.9,2.3,1,0,2,0
300707,190.78,2,0,1,24.6,3.0,1.58,0,0,1,0
300708,62.85,14,5,7,4.9,0.4,0.95,0,1,2,0
300709,15.67,11,3,2,3.7,2.9,1.05,0,0,1,0
300710,97.28,0,0,6,0.5,19.0,1.57,0,0,4,0
300711,18.05,16,3,5,6.1,4.5,0.55,0,0,0,0
300712,98.15,18,5,7,6.5,5.3,1.06,0,1,1,0
300713,9.89,12,5,2,0.3,0.9,1.4,0,1,3,0
300714,20.29,14,5,6,4.2,0.9,0.75,0,1,0,0
300715,72.28,17,6,6,3.4,4.6,0.48,0,1,2,0
300716,29.64,21,6,8,7.1,0.5,0.72,1,1,3,0
300717,4.39,21,0,6,9.7,2.3,1.21,0,0,2,0
300718,97.9,21,0,9,7.0,2.5,2.23,0,0,2,0
300719,2.89,20,2,3,6.2,1.2,0.43,0,0,3,0
300720,9.86,16,6,7,1.7,0.9,1.06,0,1,2,0
300721,81.76,16,5,9,1.7,2.2,1.3,0,1,0,0
300722,167.17,16,1,9,28.7,1.7,0.93,0,0,0,0
300723,40.18,14,4,3,2.7,12.7,0.71,0,0,2,0
300724,64.61,18,4,9,11.7,49.8,3.56,0,0,7,1
300725,5.95,8,1,5,8.2,1.1,0.42,0,0,1,0
300726,163.26,8,2,10,1.8,5.6,0.9,0,0,2,0
300727,23.42,16,3,9,7.8,4.0,0.87,0,0,2,0
300728,4.25,15,2,4,6.8,0.6,1.13,0,0,5,0
300729,166.38,10,1,8,2.8,0.3,1.82,0,0,0,0
300730,6.66,20,4,8,0.9,0.0,1.51,0,0,1,0
300731,135.1,19,6,8,4.9,5.0,0.71,0,1,3,0
300732,9.58,9,2,6,2.1,2.9,1.53,0,0,2,0
300733,68.36,13,6,4,4.2,9.0,0.67,0,1,0,0
300734,226.79,9,6,9,2.2,0.0,1.58,0,1,2,0
300735,15.56,10,1,5,16.4,0.9,1.95,0,0,5,0
300736,6.24,23,4,9,1.3,2.9,1.07,0,0,0,0
300737,44.02,20,6,8,4.6,4.4,0.48,0,1,0,0
300738,36.85,8,1,9,9.9,1.4,2.89,0,0,0,0
300739,45.81,17,6,9,7.2,2.9,2.31,0,1,0,0
300740,57.27,12,6,2,3.7,1.2,4.43,0,1,1,0
300741,15.32,18,5,4,2.1,1.8,2.14,0,1,1,0
300742,68.59,8,3,9,26.4,3.2,0.67,0,0,3,0
300743,6.55,15,0,5,10.4,0.4,0.85,0,0,0,0
300744,7.57,21,5,8,2.0,3.9,1.1,0,1,2,0
300745,18.11,4,3,2,1.2,1.4,1.15,0,0,1,0
300746,5.76,18,1,9,5.9,1.2,2.69,0,0,0,0
300747,13.51,1,1,10,1.6,5.1,1.12,0,0,1,0
300748,27.0,8,2,6,3.9,0.1,0.8,0,0,4,0
300749,15.97,1,1,10,6.2,1.6,1.16,0,0,4,0
300750,86.03,6,5,1,5.3,5.5,0.59,0,1,2,0
300751,23.84,16,6,4,7.8,15.8,1.39,0,1,5,0
300752,39.94,19,4,4,0.0,1.6,1.37,0,0,1,0
300753,99.89,11,3,1,7.6,1.4,1.29,0,0,4,0
300754,9.28,10,3,7,0.1,0.3,0.73,0,0,2,0
300755,40.91,22,5,5,3.3,1.5,0.46,0,1,0,0
300756,94.04,19,4,1,11.7,0.5,0.87,0,0,2,0
300757,8.87,20,3,4,0.7,0.4,1.47,0,0,2,0
300758,20.33,20,6,5,9.8,2.2,2.05,0,1,1,0
300759,128.18,9,3,10,11.3,3.5,2.17,0,0,3,0
300760,23.34,18,2,1,6.5,2.6,0.61,0,0,1,0
300761,41.66,13,3,4,0.1,8.8,1.03,0,0,1,0
300762,258.28,18,2,9,2.2,0.2,1.83,0,0,2,0
300763,71.19,11,4,8,0.8,1.8,1.71,0,0,3,0
300764,20.36,11,1,10,0.1,5.1,1.11,0,0,0,0
300765,8.08,2,1,9,4.1,2.4,2.74,0,0,3,0
300766,26.15,1,6,8,4.9,4.3,0.77,1,1,5,0
300767,909.75,8,2,1,27.2,26.1,3.93,0,0,2,1
300768,14.97,12,4,6,2.8,4.5,1.26,0,0,2,0
300769,29.31,16,0,5,4.9,2.6,1.1,0,0,1,0
300770,48.48,19,3,5,4.8,4.8,0.67,0,0,0,0
300771,57.83,4,0,5,15.7,4.8,0.54,0,0,1,0
300772,34.12,16,4,9,6.7,2.5,0.88,0,0,0,0
300773,26.09,13,1,10,8.8,1.8,0.63,0,0,4,0
300774,9.26,6,3,3,0.6,0.7,0.59,0,0,2,0
300775,6.83,14,1,9,2.1,3.7,1.83,0,0,0,0
300776,94.34,18,0,7,2.9,5.1,1.33,0,0,1,0
300777,2.59,11,3,2,2.0,2.6,0.66,0,0,3,0
300778,5.55,11,5,4,6.6,3.0,2.93,0,1,3,0
300779,16.56,10,5,9,0.9,8.8,0.97,0,1,2,0
300780,181.31,19,0,5,1.3,5.9,1.03,0,0,2,0
300781,138.43,9,3,10,6.3,1.7,1.51,0,0,1,0
300782,16.52,20,6,1,4.9,0.2,0.69,0,1,1,0
300783,42.73,15,0,4,3.6,1.3,1.61,0,0,2,0
300784,26.93,16,3,9,16.8,1.8,0.75,0,0,1,0
300785,72.57,17,1,6,0.9,0.2,0.75,0,0,1,0
300786,12.63,20,1,10,10.6,1.7,0.26,0,0,0,0
300787,21.26,11,5,6,0.4,2.4,1.05,0,1,3,0
300788,75.17,17,2,5,0.3,1.4,0.91,0,0,0,0
300789,12.72,16,1,4,1.8,1.9,0.84,0,0,1,0
300790,86.87,12,3,10,11.1,5.0,1.2,0,0,2,0
300791,29.11,10,1,3,0.2,1.8,0.41,0,0,4,0
300792,33.13,10,6,8,6.8,2.1,1.52,0,1,1,0
300793,66.39,12,2,4,0.7,4.8,1.53,0,0,1,0
300794,23.91,3,6,5,16.1,2.5,1.17,0,1,3,0
300795,10.1,20,6,5,0.9,1.0,2.49,0,1,0,0
300796,26.89,23,3,4,0.6,5.2,2.75,0,0,1,0
300797,15.79,6,1,4,0.7,0.4,0.63,0,0,2,0
300798,9.67,17,5,7,21.4,4.1,0.4,0,1,0,0
300799,15.54,8,4,2,3.3,4.3,1.08,0,0,1,0
300800,38.12,12,6,4,3.7,3.4,0.89,0,1,2,0
300801,63.49,18,5,9,3.5,7.7,0.97,0,1,2,0
300802,48.67,8,6,8,5.9,7.0,0.8,0,1,2,0
300803,67.45,10,6,8,0.9,0.6,4.74,0,1,1,0
300804,13.47,10,3,4,2.1,3.0,1.74,0,0,1,0
300805,43.69,18,0,3,1.7,1.2,0.43,0,0,2,0
300806,28.69,20,1,5,0.3,0.8,0.98,0,0,2,0
300807,33.41,12,0,5,6.6,2.9,2.41,0,0,3,0
300808,56.69,16,5,2,2.4,7.6,1.06,0,1,2,0
300809,24.68,17,4,10,2.7,10.0,0.69,0,0,0,0
300810,32.41,23,6,6,0.8,0.8,0.99,0,1,1,0
300811,13.61,15,5,7,3.7,0.0,0.92,0,1,4,0
300812,8.47,21,4,3,2.4,1.7,0.53,0,0,0,0
300813,195.47,10,6,9,8.3,1.6,1.17,0,1,4,0
300814,14.61,14,1,10,1.5,0.8,2.15,0,0,1,0
300815,175.35,18,6,1,0.1,1.7,0.35,0,1,1,0
300816,5.28,14,5,8,6.2,1.0,1.64,0,1,1,0
300817,144.25,7,0,10,2.0,7.3,1.11,0,0,2,0
300818,3.46,15,2,4,1.4,0.5,0.95,0,0,0,0
300819,114.01,12,4,1,8.8,0.2,1.18,0,0,4,0
300820,11.59,13,1,1,0.9,8.8,1.14,0,0,2,0
300821,35.59,15,5,8,0.3,0.9,0.59,0,1,1,0
300822,19.52,21,2,8,4.4,4.5,1.34,0,0,2,0
300823,69.18,20,6,5,7.0,0.5,1.3,0,1,0,0
300824,10.24,23,2,6,6.6,3.5,0.67,0,0,1,0
300825,151.16,14,2,2,0.1,2.5,1.29,0,0,0,0
300826,22.16,10,2,4,1.9,0.2,1.63,1,0,4,0
300827,32.84,21,6,3,0.8,6.8,0.62,0,1,2,0
300828,19.0,15,1,10,3.9,1.8,1.01,0,0,1,0
300829,41.14,12,3,10,0.4,1.2,2.41,0,0,1,0
300830,14.09,17,4,3,16.4,7.6,1.11,0,0,4,0
300831,3.57,16,4,8,4.1,1.0,0.96,0,0,2,0
300832,54.56,13,3,1,1.8,2.8,0.7,0,0,1,0
300833,60.27,17,4,9,0.7,0.8,0.76,0,0,3,0
300834,140.29,17,4,9,6.8,3.4,0.38,0,0,2,0
300835,92.1,11,3,1,24.5,3.2,0.91,0,0,0,0
300836,30.15,12,6,8,9.0,3.2,1.49,0,1,2,0
300837,78.3,13,0,5,9.3,7.5,1.18,1,0,0,0
300838,10.38,17,0,7,10.3,1.2,1.35,0,0,3,0
300839,8.88,12,4,5,1.7,0.6,0.61,0,0,3,0
300840,27.67,16,4,3,0.3,5.3,0.84,0,0,0,0
